slug,label,street_view_url,latitude,longitude,desactivar,status,last_downloaded_at,last_error
echeverria-609-025-122-002,Echeverria 609,"https://www.google.com/maps/@-34.55184938841736,-58.43717732184837,3a,75y,320.7h,90t/data=!3m6!1e1!3m4!1sC314qpIG6CWZK3DT60aQ7g!2e0!7i16384!8i8192",-34.55152707,-58.43749758,,done,2026-07-28T01:51:50.268Z,
francisco-acuna-de-figueroa-1277-019-003-015,Francisco Acuña de Figueroa 1277,"https://www.google.com/maps/@-34.5968185,-58.4215913,3a,90y,84.52h,108.22t/data=!3m7!1e1!3m5!1sGgcEhrBGrHQQbrFBJjRe2w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-18.216564054299596%26panoid%3DGgcEhrBGrHQQbrFBJjRe2w%26yaw%3D84.52036463278357!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.59683193,-58.42133465,,done,2026-07-28T01:51:52.603Z,
de-los-incas-av-5417-061-125-019,De los Incas Av. 5417,"https://www.google.com/maps/@-34.5882651,-58.4836408,3a,90y,318.63h,109.03t/data=!3m8!1e1!3m6!1sWwIk1GMeioUUMGx88pgjFQ!2e0!5s20250701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-19.02915899996944%26panoid%3DWwIk1GMeioUUMGx88pgjFQ%26yaw%3D318.6290335031665!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.58809532,-58.48383801,,done,2026-07-28T01:51:54.758Z,
nogoya-4169-081-046-016,Nogoya 4169,"https://www.google.com/maps/@-34.6098398,-58.5035863,3a,90y,319.6h,112.63t/data=!3m7!1e1!3m5!1syiZy-HRrnQDzWHGR8lBYLw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-22.62970196761944%26panoid%3DyiZy-HRrnQDzWHGR8lBYLw%26yaw%3D319.5959100493714!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.60965777,-58.5037744,,done,2026-07-28T01:51:56.102Z,
juramento-608-025-122-001,Juramento 608,"https://www.google.com/maps/@-34.55094756524247,-58.43803459838942,3a,75y,138.66h,90t/data=!3m6!1e1!3m4!1s6fiLtjgmJvp7cDNV5g4hxg!2e0!7i16384!8i8192",-34.5511164,-58.43785427,,done,2026-07-28T01:51:58.746Z,
directorio-av-3876-054-130-011,Directorio Av. 3876,"https://www.google.com/maps/@-34.6402204,-58.4782875,3a,75y,149.71h,110.74t/data=!3m7!1e1!3m5!1sstYFV0xIUfiq3g77lEvw8w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-20.735122703987898%26panoid%3DstYFV0xIUfiq3g77lEvw8w%26yaw%3D149.70742684134768!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.64046245,-58.47809418,,done,2026-07-28T01:52:01.472Z,
felipe-vallese-1921-057-009-022,Felipe Vallese 1921,"https://www.google.com/maps/@-34.6187517,-58.4605366,3a,90y,329.87h,115.41t/data=!3m7!1e1!3m5!1sLNt91TSGqaXGWbtdc0y5jg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-25.40692447670196%26panoid%3DLNt91TSGqaXGWbtdc0y5jg%26yaw%3D329.8661490460361!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.61854201,-58.46067516,,done,2026-07-28T01:52:03.282Z,
larrazabal-3339-078-145-008,Larrazabal 3339,"https://www.google.com/maps/@-34.67017037765774,-58.48076869945402,3a,75y,131.5h,90t/data=!3m6!1e1!3m4!1sHhKcEbsbaV_WiWna2lqJAQ!2e0!7i16384!8i8192",-34.67033837,-58.48053781,x,disabled,,
a-magarinos-cervantes-4551-085-083-027,A. Magariños Cervantes 4551,"https://www.google.com/maps/@-34.62487679075108,-58.49693241347676,3a,75y,324.37h,90t/data=!3m6!1e1!3m4!1ssBC-0p7cwF2DXRF5hjPAnw!2e0!7i16384!8i8192",-34.62464971,-58.49713019,x,disabled,,
andonaegui-1124-061-040-039,Andonaegui 1124,"https://www.google.com/maps/@-34.58903635663692,-58.47794125943893,3a,75y,221.73h,90t/data=!3m6!1e1!3m4!1s9o4lWq1FwaeJjyB5RH26_w!2e0!7i16384!8i8192",-34.589229,-58.47814995,,done,2026-07-28T01:52:05.056Z,
moldes-691-037-127-007,Moldes 691,"https://www.google.com/maps/@-34.57248153092853,-58.44740583535565,3a,75y,23.85h,90t/data=!3m6!1e1!3m4!1sNGYqj8E6Abyci1qzsmbR6w!2e0!7i16384!8i8192",-34.57237023,-58.44734608,x,disabled,,
estados-unidos-2329-022-029-023,Estados Unidos 2329,"https://www.google.com/maps/@-34.61964635789936,-58.39916576876649,3a,75y,337.7h,90t/data=!3m6!1e1!3m4!1sMPggQBLQDRadzJ3UgEhKEQ!2e0!7i16384!8i8192",-34.61944995,-58.39926366,x,disabled,,
arribenos-2862-027-071-030,Arribeños 2862,"https://www.google.com/maps/@-34.5510366,-58.4561007,3a,75y,228.43h,107.63t/data=!3m7!1e1!3m5!1sr1iZKsnY5hYzzG1gFy7oUw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-17.630758282418782%26panoid%3Dr1iZKsnY5hYzzG1gFy7oUw%26yaw%3D228.4254601687384!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.5511732,-58.45628502,,done,2026-07-28T01:52:07.610Z,
colombres-860-036-127-015,Colombres 860,"https://www.google.com/maps/@-34.6237724,-58.4178746,3a,90y,65.96h,113.47t/data=!3m7!1e1!3m5!1sNaE2CU32CjmDg6eH6b7P8w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-23.473475001165568%26panoid%3DNaE2CU32CjmDg6eH6b7P8w%26yaw%3D65.96171417708155!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.62372776,-58.41760901,,done,2026-07-28T01:52:09.368Z,
gorostiaga-1833-023-096-028,Gorostiaga 1833,"https://www.google.com/maps/@-34.56696357312225,-58.43781529245001,3a,75y,298.64h,90t/data=!3m6!1e1!3m4!1sl4uwBh2XW4ubisutSBuUYg!2e0!7i16384!8i8192",-34.56690832,-58.43793814,x,disabled,,
francisco-acuna-de-figueroa-438-017-069-044,Francisco Acuña de Figueroa 438,"https://www.google.com/maps/@-34.605379,-58.4228015,3a,90y,230.42h,105.06t/data=!3m8!1e1!3m6!1sK5qbWBKNiz7bHLmLj7TbFw!2e0!5s20240701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-15.064383312336417%26panoid%3DK5qbWBKNiz7bHLmLj7TbFw%26yaw%3D230.41991887536133!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.60548074,-58.42302249,,done,2026-07-28T01:52:10.793Z,
angel-justiniano-carranza-2073-035-074-011,Angel Justiniano Carranza 2073,"https://www.google.com/maps/@-34.579606,-58.4350138,3a,75y,93.06h,109.59t/data=!3m7!1e1!3m5!1sDXlHXnW_XRv-vJr7eUX1hg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-19.5880343537971%26panoid%3DDXlHXnW_XRv-vJr7eUX1hg%26yaw%3D93.06340832627319!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.57969474,-58.43472087,,done,2026-07-28T01:52:13.601Z,
roosevelt-franklin-d-1645-027-080-026,Roosevelt Franklin D. 1645,"https://www.google.com/maps/@-34.5530489,-58.4532485,3a,75y,291.33h,109.51t/data=!3m8!1e1!3m6!1sZm6R7x5YsJJ5vAeygd8Kpw!2e0!5s20240601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-19.5092515387434%26panoid%3DZm6R7x5YsJJ5vAeygd8Kpw%26yaw%3D291.3300673047584!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.55292334,-58.453455,,done,2026-07-28T01:52:15.499Z,
av-general-benjamin-victorica-2880-061-076-012,Av. General Benjamin Victorica 2880,"https://www.google.com/maps/@-34.5858427,-58.4794811,3a,90y,69.1h,109.89t/data=!3m7!1e1!3m5!1s2BEDjCRIGN_l9L8Q8hN3Hg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-19.894502059793382%26panoid%3D2BEDjCRIGN_l9L8Q8hN3Hg%26yaw%3D69.09802676667677!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.58575124,-58.47921563,,done,2026-07-28T01:52:17.727Z,
estados-unidos-2383-022-029-018,Estados Unidos 2383,"https://www.google.com/maps/@-34.61945597140667,-58.39996442495264,3a,75y,74.98h,90t/data=!3m6!1e1!3m4!1soXdxsOkBf3JPRqp4OGKRcg!2e0!7i16384!8i8192",-34.61939871,-58.39970519,x,disabled,,
severo-garcia-grande-de-zequeira-6165-074-130-035,Severo Garcia Grande de Zequeira 6165,"https://www.google.com/maps/@-34.6508381,-58.5059,3a,75y,303.39h,107.48t/data=!3m7!1e1!3m5!1s7iFTw-s5yiSDORzbkFz1jw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-17.477689319118625%26panoid%3D7iFTw-s5yiSDORzbkFz1jw%26yaw%3D303.3890075307498!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.65068806,-58.50612515,,done,2026-07-28T01:52:19.752Z,
joaquin-v-gonzalez-362-077-109-028,Joaquin V. Gonzalez 362,"https://www.google.com/maps/@-34.6292312,-58.4807031,3a,75y,231.17h,100.69t/data=!3m7!1e1!3m5!1sTzTZ09ouvSKXwlcBUaAKww!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-10.692048475455593%26panoid%3DTzTZ09ouvSKXwlcBUaAKww%26yaw%3D231.16589691009108!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.62932961,-58.48088643,,done,2026-07-28T01:52:21.994Z,
gorriti-5070-019-018-008,Gorriti 5070,"https://www.google.com/maps/@-34.5889226,-58.4319046,3a,75y,203.1h,95.89t/data=!3m7!1e1!3m5!1sROXBX8Jow3gC5upQ508vDg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-5.888511430620781%26panoid%3DROXBX8Jow3gC5upQ508vDg%26yaw%3D203.10477491834413!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.58910868,-58.43204396,,done,2026-07-28T01:52:24.528Z,
garzon-eugenio-general-3757-054-143-030,Garzon Eugenio General 3757,"https://www.google.com/maps/@-34.6414024,-58.474242,3a,75y,304.34h,102.4t/data=!3m8!1e1!3m6!1sBPQo2ungdibFCBsQ0vrpOg!2e0!5s20250801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-12.402662887599547%26panoid%3DBPQo2ungdibFCBsQ0vrpOg%26yaw%3D304.33933533504313!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.64114983,-58.47454277,,done,2026-07-28T01:52:26.358Z,
eva-av-peron-2650-050-120-005,Eva Av. Peron 2650,"https://www.google.com/maps/@-34.6413032,-58.4572305,3a,75y,154.07h,113.4t/data=!3m7!1e1!3m5!1s42vBrtKzv2e_kXTrHjdOBQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-23.39516285321534%26panoid%3D42vBrtKzv2e_kXTrHjdOBQ%26yaw%3D154.06551344332058!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",-34.64148799,-58.45711063,,done,2026-07-28T01:52:29.813Z,
ceretti-3073-063-055-014,Ceretti 3073,"https://www.google.com/maps/@-34.5727143293397,-58.49746013562211,3a,75y,58.9h,90t/data=!3m6!1e1!3m4!1sVTkKKFUZ1AXNea-tm16LUw!2e0!7i16384!8i8192",-34.57255844,-58.49714629,x,disabled,,
garcia-del-rio-4645-055-151-020,Garcia del Rio 4645,"https://www.google.com/maps/@-34.5570271405604,-58.49038349281836,3a,75y,325.09h,90t/data=!3m6!1e1!3m4!1serXNYSm0YP80_2mM4k1rhg!2e0!7i16384!8i8192",-34.55682653,-58.49055348,x,disabled,,
dr-juan-f-aranguren-3975-077-095-022,Dr. Juan F. Aranguren 3975,"https://www.google.com/maps/@-34.62852261972377,-58.48517667216777,3a,75y,334.97h,90t/data=!3m6!1e1!3m4!1snClbqNj6sdFvat2MwI4Lxw!2e0!7i16384!8i8192",-34.62832506,-58.48528879,,done,2026-07-28T01:52:32.879Z,
3-de-febrero-4074-029-070-014,3 de Febrero 4074,"https://www.google.com/maps/@-34.5425997779409,-58.46489971104975,3a,75y,236.89h,90t/data=!3m6!1e1!3m4!1sbS24CfBrOby2feq-zqqTUQ!2e0!7i16384!8i8192",-34.5427529,-58.46518482,,done,2026-07-28T01:52:33.587Z,
cabildo-av-2875-027-003-011,Cabildo Av. 2875,"https://www.google.com/maps/@-34.55567266260631,-58.46218503937899,3a,75y,56.83h,90t/data=!3m6!1e1!3m4!1sMDsuqHD74ByxVd55LWvD3Q!2e0!7i16384!8i8192",-34.55552358,-58.4619081,,done,2026-07-28T01:52:36.322Z,
avellaneda-av-3446-077-133-004,Avellaneda Av. 3446,"https://www.google.com/maps/@-34.62809017476457,-58.47809268410909,3a,75y,168.88h,90t/data=!3m6!1e1!3m4!1sz4AAO0SA5Or8apYksW3tWA!2e0!7i16384!8i8192",-34.62841307,-58.47801558,,done,2026-07-28T01:52:39.570Z,
el-salvador-5745-035-046-025,El Salvador 5745,"https://www.google.com/maps/@-34.58214205884607,-58.43689130314837,3a,75y,39.42h,90t/data=!3m6!1e1!3m4!1spttvpbLhpyfw9mmUztHVsA!2e0!7i16384!8i8192",-34.58193915,-58.43668875,,done,2026-07-28T01:52:42.667Z,
andalgala-1676-074-050-027,Andalgala 1676,"https://www.google.com/maps/@-34.6563860630366,-58.51418258391146,3a,75y,42.07h,90t/data=!3m6!1e1!3m4!1srF02s0d-Y62ufJoyUD4a3w!2e0!7i16384!8i8192",-34.65622134,-58.51400185,,done,2026-07-28T01:52:43.631Z,
argerich-872-065-018-032,Argerich 872,"https://www.google.com/maps/@-34.62297572348658,-58.47497623393772,3a,75y,254.36h,90t/data=!3m6!1e1!3m4!1s7IEdV2e82YatpOI0Q33-yw!2e0!7i16384!8i8192",-34.62303971,-58.47525398,,done,2026-07-28T01:52:46.675Z,
tres-arroyos-399-047-067-023,Tres Arroyos 399,"https://www.google.com/maps/@-34.60218636119879,-58.44874391208606,3a,75y,49.77h,90t/data=!3m6!1e1!3m4!1s5c9APqfEmMPkrqP9qkjhLw!2e0!7i16384!8i8192",-34.60210468,-58.44862662,,done,2026-07-28T01:52:49.202Z,
san-blas-5437-091-060-028,San Blas 5437,"https://www.google.com/maps/@-34.6311023249905,-58.50941313362358,3a,75y,305.25h,90t/data=!3m6!1e1!3m4!1sDF-zSaGUPfY6-cduRx36AA!2e0!7i16384!8i8192",-34.63097708,-58.50962854,,done,2026-07-28T01:52:50.888Z,
campana-868-077-146-020,Campana 868,"https://www.google.com/maps/@-34.62316120324174,-58.47867337953449,3a,75y,244.24h,90t/data=!3m6!1e1!3m4!1sOzOhTXrOki4wJdzNO9b5cw!2e0!7i16384!8i8192",-34.62322661,-58.47883811,,done,2026-07-28T01:52:53.425Z,
carlos-antonio-lopez-4049-083-075-017,Carlos Antonio Lopez 4049,"https://www.google.com/maps/@-34.59438791251809,-58.51756165245956,3a,75y,331.71h,90t/data=!3m6!1e1!3m4!1s1yWzI9YHSyP9z3b5eisIIg!2e0!7i16384!8i8192",-34.59421238,-58.51767642,,done,2026-07-28T01:52:56.250Z,
bragado-5330-062-080-003,Bragado 5330,"https://www.google.com/maps/@-34.64885975986326,-58.49731312955628,3a,75y,141.75h,90t/data=!3m6!1e1!3m4!1sRvB4vKMFPyTUoVrRLZjq9g!2e0!7i16384!8i8192",-34.64903526,-58.49714497,,done,2026-07-28T01:52:58.701Z,
charlone-979-037-013-012,Charlone 979,"https://www.google.com/maps/@-34.58088980063416,-58.45752864146151,3a,75y,12.65h,90t/data=!3m6!1e1!3m4!1sAtCi5gIUyqvHdfTrl-hLgQ!2e0!7i16384!8i8192",-34.5806868,-58.45747328,,done,2026-07-28T01:52:59.967Z,
miralla-2139-062-043-038,Miralla 2139,"https://www.google.com/maps/@-34.65824173278737,-58.48804367486248,3a,75y,230.45h,90t/data=!3m6!1e1!3m4!1sn1iccBdhUeF4KRtJks6HlA!2e0!7i16384!8i8192",-34.65842008,-58.48830623,,done,2026-07-28T01:53:01.335Z,
boyaca-1766-067-122-038,Boyaca 1766,"https://www.google.com/maps/@-34.60980924202597,-58.46900172105001,3a,75y,244.89h,90t/data=!3m6!1e1!3m4!1s0-45KOAUo_ftfz48SOMeTw!2e0!7i16384!8i8192",-34.60993381,-58.46932461,,done,2026-07-28T01:53:04.293Z,
ruiz-huidobro-3007-043-100-027,Ruiz Huidobro 3007,"https://www.google.com/maps/@-34.54673678626823,-58.47811281018792,3a,75y,5.71h,90t/data=!3m6!1e1!3m4!1shUli7gbdvrGjBu5R6g81vw!2e0!7i16384!8i8192",-34.54663913,-58.47810096,,done,2026-07-28T01:53:06.954Z,
uriarte-1138-031-082-021,Uriarte 1138,"https://www.google.com/maps/@-34.59070002097224,-58.43689583206252,3a,75y,321.43h,90t/data=!3m6!1e1!3m4!1sYyPRvz2nNYhHIixMSjWbfw!2e0!7i16384!8i8192",-34.5905286,-58.43706189,,done,2026-07-28T01:53:09.625Z,
gral-cesar-diaz-5063-085-030-033,Gral. Cesar Diaz 5063,"https://www.google.com/maps/@-34.62880466289761,-58.49904584371657,3a,75y,312.95h,90t/data=!3m6!1e1!3m4!1sMUeGbNbxXuf9UaQB_XdGEQ!2e0!7i16384!8i8192",-34.62852509,-58.49941082,,done,2026-07-28T01:53:11.371Z,
ferre-2265-046-059-032,Ferre 2265,"https://www.google.com/maps/@-34.66182776035819,-58.42671981548067,3a,75y,325.43h,90t/data=!3m6!1e1!3m4!1sih1133jSnY_3AQxkrz3tyw!2e0!7i16384!8i8192",-34.66161772,-58.42689579,,done,2026-07-28T01:53:13.775Z,
helguera-1020-067-002-033,Helguera 1020,"https://www.google.com/maps/@-34.62058381310496,-58.47772832428029,3a,75y,241.38h,90t/data=!3m6!1e1!3m4!1swEk34mkRIKKtvBC53SLQlA!2e0!7i16384!8i8192",-34.62066298,-58.47790461,,done,2026-07-28T01:53:16.688Z,
ceretti-3081-063-055-013,Ceretti 3081,"https://www.google.com/maps/@-34.57264049105102,-58.49751991407612,3a,75y,63.96h,90t/data=!3m6!1e1!3m4!1s1Ddb8QfbJhagXPiCvYCFJw!2e0!7i16384!8i8192",-34.57253845,-58.49726624,,done,2026-07-28T01:53:17.288Z,
castanon-2871-052-064-003,Castañon 2871,"https://www.google.com/maps/@-34.65843254909497,-58.43978270300939,3a,75y,234.63h,90t/data=!3m6!1e1!3m4!1sIjBC1WMW4tN7IiAv65ufoQ!2e0!7i16384!8i8192",-34.65858292,-58.44004022,,done,2026-07-28T01:53:18.751Z,
jose-leon-cabezon-2882-075-032-007,Jose Leon Cabezon 2882,"https://www.google.com/maps/@-34.58267239115245,-58.5048167789765,3a,75y,151.08h,90t/data=!3m6!1e1!3m4!1s_7bh7TWahewMTSsDW43gRw!2e0!7i16384!8i8192",-34.58293312,-58.50464182,,done,2026-07-28T01:53:20.803Z,
arevalo-1769-035-034-016,Arevalo 1769,"https://www.google.com/maps/@-34.58036752724149,-58.43978514171719,3a,75y,128.04h,90t/data=!3m6!1e1!3m4!1sMYglwvkgI4iSeoFS-gUiRw!2e0!7i16384!8i8192",-34.58053782,-58.43952076,,done,2026-07-28T01:53:23.400Z,
de-los-incas-av-3878-049-108-012,De los Incas Av. 3878,"https://www.google.com/maps/@-34.57709315382774,-58.4667897919527,3a,75y,140.78h,90t/data=!3m6!1e1!3m4!1sqfuASLUIPpeZhX2RQO2l6A!2e0!7i16384!8i8192",-34.57725699,-58.46662738,,done,2026-07-28T01:53:26.349Z,
juramento-5022-051-051-003,Juramento 5022,"https://www.google.com/maps/@-34.57768465941889,-58.48173277381097,3a,75y,148.13h,90t/data=!3m6!1e1!3m4!1sbIHauQhXxIAXizdmueD5Sw!2e0!7i16384!8i8192",-34.57780023,-58.48164549,,done,2026-07-28T01:53:29.264Z,
tapalque-4867-062-153-025,Tapalque 4867,"https://www.google.com/maps/@-34.64652627064569,-58.49218180337822,3a,75y,308.0h,90t/data=!3m6!1e1!3m4!1sffk058BV3dKgH30KfTE7lA!2e0!7i16384!8i8192",-34.64635909,-58.49244187,,done,2026-07-28T01:53:31.453Z,
san-blas-2342-067-103-006,San Blas 2342,"https://www.google.com/maps/@-34.60769182485625,-58.47443127770473,3a,75y,157.13h,90t/data=!3m6!1e1!3m4!1syRtsxNaWQYbnPdrWDCYLfQ!2e0!7i16384!8i8192",-34.60792808,-58.4743102,,done,2026-07-28T01:53:32.123Z,
pres-uriburu-jose-e-222-009-044-034,Pres. Uriburu Jose E. 222,"https://www.google.com/maps/@-34.60697177746785,-58.39787668177757,3a,75y,291.47h,90t/data=!3m6!1e1!3m4!1sTJh9uXqoQ4MRNQcgnKwSFg!2e0!7i16384!8i8192",-34.60691733,-58.3980449,,done,2026-07-28T01:53:32.787Z,
otero-354-047-127-031,Otero 354,"https://www.google.com/maps/@-34.59213171226728,-58.45365839938334,3a,75y,220.68h,90t/data=!3m6!1e1!3m4!1sySM4YL4iWVXeN67ow1GmXw!2e0!7i16384!8i8192",-34.59231006,-58.45384464,,done,2026-07-28T01:53:35.205Z,
gral-venancio-flores-3175-065-002-021,Gral. Venancio Flores 3175,"https://www.google.com/maps/@-34.62997690758737,-58.47391402907795,3a,75y,351.96h,90t/data=!3m6!1e1!3m4!1sexbjcK8BQ35i6Z-3imMylQ!2e0!7i16384!8i8192",-34.62979277,-58.47394565,,done,2026-07-28T01:53:37.801Z,
ramallo-3226-043-087-004,Ramallo 3226,"https://www.google.com/maps/@-34.54582405516396,-58.48095271374381,3a,75y,149.22h,90t/data=!3m6!1e1!3m4!1s2mV4h_ZdlhKv8hrNaopPRw!2e0!7i16384!8i8192",-34.54602225,-58.48080937,,done,2026-07-28T01:53:39.848Z,
valentin-virasoro-1663-047-066-013,Valentin Virasoro 1663,"https://www.google.com/maps/@-34.60260667874688,-58.44835377600155,3a,75y,67.88h,90t/data=!3m6!1e1!3m4!1slPMEQ0Q5JypjEduORypjBg!2e0!7i16384!8i8192",-34.60253037,-58.44812573,,done,2026-07-28T01:53:41.559Z,
patron-7575-072-017-018,Patron 7575,"https://www.google.com/maps/@-34.65558556398805,-58.52383625782055,3a,75y,312.29h,90t/data=!3m6!1e1!3m4!1seN-mpm0wvni96_aAcLYiUg!2e0!7i16384!8i8192",-34.65547148,-58.52398872,,done,2026-07-28T01:53:43.078Z,
gregorio-de-laferrere-3373-048-017-023,Gregorio de Laferrere 3373,"https://www.google.com/maps/@-34.6416061479698,-58.46672880987305,3a,75y,313.66h,90t/data=!3m6!1e1!3m4!1sCracwmGdNNd871enpF0qFg!2e0!7i16384!8i8192",-34.64141338,-58.46697429,,done,2026-07-28T01:53:44.919Z,
cordoba-av-6138-033-061-005,Cordoba Av. 6138,"https://www.google.com/maps/@-34.58358219766775,-58.44692564017716,3a,75y,206.97h,90t/data=!3m6!1e1!3m4!1snYFfr14LDn24ei1P13M-1Q!2e0!7i16384!8i8192",-34.58389387,-58.44711828,,done,2026-07-28T01:53:47.986Z,
yapeyu-656-036-078-015,Yapeyu 656,"https://www.google.com/maps/@-34.61957319024069,-58.4215225974441,3a,75y,95.12h,90t/data=!3m6!1e1!3m4!1s_OTrPPn4S5I9bCbfHG3Yug!2e0!7i16384!8i8192",-34.6195949,-58.42122839,,done,2026-07-28T01:53:50.134Z,
caracas-1766-067-100-039,Caracas 1766,"https://www.google.com/maps/@-34.61088894216419,-58.47132956338303,3a,75y,241.71h,90t/data=!3m6!1e1!3m4!1s4e-PCA3XpySc-J0tAhiWbQ!2e0!7i16384!8i8192",-34.61103293,-58.47165456,,done,2026-07-28T01:53:51.827Z,
tte-general-eustoquio-frias-82-047-149-022,Tte. General Eustoquio Frias 82,"https://www.google.com/maps/@-34.6040059362027,-58.43719561174088,3a,75y,308.1h,90t/data=!3m6!1e1!3m4!1skj3qj-9TzJbFAK6hmtOAnQ!2e0!7i16384!8i8192",-34.60389359,-58.43736965,,done,2026-07-28T01:53:54.111Z,
del-temple-2759-061-078-014,Del Temple 2759,"https://www.google.com/maps/@-34.58492629324235,-58.47822546401899,3a,75y,329.96h,90t/data=!3m6!1e1!3m4!1sURsbbIM7fEjChce5gpZ7Ug!2e0!7i16384!8i8192",-34.58482797,-58.47829454,,done,2026-07-28T01:53:56.078Z,
murature-4850-085-030-010,Murature 4850,"https://www.google.com/maps/@-34.6278515094595,-58.50015708111699,3a,75y,129.1h,90t/data=!3m6!1e1!3m4!1sqlgC-D0jDnt9q3S04RpMCA!2e0!7i16384!8i8192",-34.6280667,-58.49983523,,done,2026-07-28T01:53:57.465Z,
