slug,label,street_view_url,latitude,longitude,desactivar,status,last_downloaded_at,last_error
navarro-2569-071-092-017,Navarro 2569,"https://www.google.com/maps/@-34.5919475455095,-58.49124395624681,3a,75y,314.62h,90t/data=!3m6!1e1!3m4!1saEyidaufZFABx0-IYEs4Bg!2e0!7i16384!8i8192",-34.59176237,-58.49147191,,done,2026-07-28T01:53:59.310Z,
gral-cesar-diaz-3636-079-092-003,Gral. Cesar Diaz 3636,"https://www.google.com/maps/@-34.61909744494316,-58.48711779872789,3a,75y,132.69h,90t/data=!3m6!1e1!3m4!1srYY2i0xPAzAA641vqpl_kw!2e0!7i16384!8i8192",-34.61926753,-58.48689375,,done,2026-07-28T01:54:00.919Z,
galvan-2844-053-020-017,Galvan 2844,"https://www.google.com/maps/@-34.56899732184753,-58.48559350885756,3a,75y,237.36h,90t/data=!3m6!1e1!3m4!1s3ngA-V0-qtFr17PsvsBRkg!2e0!7i16384!8i8192",-34.56908081,-58.48575178,,done,2026-07-28T01:54:03.366Z,
ruiz-de-los-llanos-1420-093-108-035,Ruiz de los Llanos 1420,"https://www.google.com/maps/@-34.62583576730756,-58.52053291974077,3a,75y,233.64h,90t/data=!3m6!1e1!3m4!1suV3P4QB0xnYYHISCtO10Rw!2e0!7i16384!8i8192",-34.62593726,-58.52070045,,done,2026-07-28T01:54:05.297Z,
zelada-5378-060-081-006,Zelada 5378,"https://www.google.com/maps/@-34.64423843201033,-58.50057449505663,3a,75y,119.77h,90t/data=!3m6!1e1!3m4!1s2fmQVLWvNG_Fbbz77b9kEA!2e0!7i16384!8i8192",-34.64434566,-58.50034662,,done,2026-07-28T01:54:06.771Z,
gurruchaga-1117-031-078-009,Gurruchaga 1117,"https://www.google.com/maps/@-34.59279128723736,-58.43460631468689,3a,75y,143.69h,90t/data=!3m6!1e1!3m4!1ssAjDTYFChdcIeUmOrqivgA!2e0!7i16384!8i8192",-34.59299015,-58.43442879,,done,2026-07-28T01:54:09.081Z,
dupuy-860-091-009-020,Dupuy 860,"https://www.google.com/maps/@-34.6324293497077,-58.51583292982556,3a,75y,217.99h,90t/data=!3m6!1e1!3m4!1sD3JHD9G6Gj2fQ-M4RUwChA!2e0!7i16384!8i8192",-34.63263505,-58.51602816,,done,2026-07-28T01:54:10.930Z,
pedro-moran-5068-089-045-020,Pedro Moran 5068,"https://www.google.com/maps/@-34.60989154405372,-58.52373480296622,3a,75y,142.11h,90t/data=!3m6!1e1!3m4!1sE0UzY_zL27Xsx9voun3IZQ!2e0!7i16384!8i8192",-34.6101198,-58.52351902,,done,2026-07-28T01:54:13.068Z,
bonpland-1831-035-045-016,Bonpland 1831,"https://www.google.com/maps/@-34.5822576935289,-58.43612626761402,3a,75y,139.43h,90t/data=!3m6!1e1!3m4!1szMEuhl0Q8IDjOji9fRnauw!2e0!7i16384!8i8192",-34.58242582,-58.4359514,,done,2026-07-28T01:54:15.569Z,
quirno-550-048-032-019,Quirno 550,"https://www.google.com/maps/@-34.63769918808134,-58.46825964413139,3a,75y,62.12h,90t/data=!3m6!1e1!3m4!1s0XZV9sTKIiGJisJpfTlR_Q!2e0!7i16384!8i8192",-34.63756508,-58.46795149,,done,2026-07-28T01:54:18.184Z,
concordia-683-077-144-007,Concordia 683,"https://www.google.com/maps/@-34.62500032656391,-58.47902545751802,3a,75y,58.6h,90t/data=!3m6!1e1!3m4!1saO2dljNc4faQMJcYTDtmxQ!2e0!7i16384!8i8192",-34.62491606,-58.47885767,,done,2026-07-28T01:54:20.537Z,
atahualpa-1664-085-072-034,Atahualpa 1664,"https://www.google.com/maps/@-34.62127764784732,-58.49948033347193,3a,75y,246.75h,90t/data=!3m6!1e1!3m4!1sOf_hrDUuE1LtJophy50iZw!2e0!7i16384!8i8192",-34.62140203,-58.49983208,,done,2026-07-28T01:54:22.274Z,
corrientes-av-3946-017-092-007,Corrientes Av. 3946,"https://www.google.com/maps/@-34.60325734596707,-58.42019589920146,3a,75y,186.48h,90t/data=!3m6!1e1!3m4!1sElDk4XMQ-mbOhIPtZfslJw!2e0!7i16384!8i8192",-34.60363571,-58.42024807,,done,2026-07-28T01:54:25.445Z,
garcia-de-cossio-5522-060-064-003,Garcia de Cossio 5522,"https://www.google.com/maps/@-34.64006058059075,-58.50872866235813,3a,75y,119.42h,90t/data=!3m6!1e1!3m4!1s4zVrnU1kVXNgXAF-cJ8cQA!2e0!7i16384!8i8192",-34.64015559,-58.50852386,,done,2026-07-28T01:54:27.535Z,
galicia-2272-067-107-007,Galicia 2272,"https://www.google.com/maps/@-34.61481325511911,-58.46827166647095,3a,75y,64.06h,90t/data=!3m6!1e1!3m4!1sloNBs3EO5Z1h1fb6v_sUCw!2e0!7i16384!8i8192",-34.61468208,-58.46794404,,done,2026-07-28T01:54:30.219Z,
cabildo-av-1956-039-096-025,Cabildo Av. 1956,"https://www.google.com/maps/@-34.56343360780007,-58.45563157058548,3a,75y,227.75h,90t/data=!3m6!1e1!3m4!1sXAxVuQsbQ7D5AABH-KRaDw!2e0!7i16384!8i8192",-34.56361115,-58.45586891,,done,2026-07-28T01:54:33.569Z,
castanares-av-5962-080-080-008,Castañares Av. 5962,"https://www.google.com/maps/@-34.6755276381319,-58.4830212393875,3a,75y,138.48h,90t/data=!3m6!1e1!3m4!1soAFJR6YHQPjJzubJNM4VHQ!2e0!7i16384!8i8192",-34.67578287,-58.48274643,,done,2026-07-28T01:54:35.429Z,
liniers-virrey-1763-032-040-036,Liniers Virrey 1763,"https://www.google.com/maps/@-34.63150766298757,-58.41298149138084,3a,75y,255.77h,90t/data=!3m6!1e1!3m4!1suXIVVs-3K4hfYSvKnPwVOQ!2e0!7i16384!8i8192",-34.63155117,-58.41319003,,done,2026-07-28T01:54:36.030Z,
dr-emilio-ravignani-1641-035-019-015,Dr. Emilio Ravignani 1641,"https://www.google.com/maps/@-34.58222690925117,-58.43997065785723,3a,75y,131.48h,90t/data=!3m6!1e1!3m4!1sxLO8nkAIDMLQ13LkUSiGVQ!2e0!7i16384!8i8192",-34.5823942,-58.43974085,,done,2026-07-28T01:54:38.839Z,
avellaneda-av-3546-077-125-004,Avellaneda Av. 3546,"https://www.google.com/maps/@-34.62839443689963,-58.47930191050095,3a,75y,154.24h,90t/data=!3m6!1e1!3m4!1sg0Pubu5m7wJNxOJVhN3gtA!2e0!7i16384!8i8192",-34.62863864,-58.47915868,,done,2026-07-28T01:54:42.023Z,
garzon-eugenio-general-3572-054-187-035,Garzon Eugenio General 3572,"https://www.google.com/maps/@-34.64036907296691,-58.47163134999968,3a,75y,166.92h,90t/data=!3m6!1e1!3m4!1swcdC645MDQPT2SqJC3Ei-w!2e0!7i16384!8i8192",-34.64068702,-58.47154154,,done,2026-07-28T01:54:44.915Z,
escobar-3030-075-017-005,Escobar 3030,"https://www.google.com/maps/@-34.57948203170759,-58.51108153850571,3a,75y,139.68h,90t/data=!3m6!1e1!3m4!1skUn44UmT2K0ta-QcUszTMA!2e0!7i16384!8i8192",-34.57969487,-58.51086212,,done,2026-07-28T01:54:46.360Z,
republica-bolivariana-de-venezuela-3969-036-098-019,Republica Bolivariana de Venezuela 3969,"https://www.google.com/maps/@-34.61765039684417,-58.42111357041865,3a,75y,3.84h,90t/data=!3m6!1e1!3m4!1snJtypl1efMt8I6dONUkyQg!2e0!7i16384!8i8192",-34.61742936,-58.42109557,,done,2026-07-28T01:54:49.104Z,
santa-fe-av-2570-015-136-009,Santa Fe Av. 2570,"https://www.google.com/maps/@-34.5941658403067,-58.40328561670634,3a,75y,192.03h,90t/data=!3m6!1e1!3m4!1sGPybNGmV9hW5-BBWuI7LtA!2e0!7i16384!8i8192",-34.59448347,-58.40336784,,done,2026-07-28T01:54:52.836Z,
lavalle-2664-009-006-008,Lavalle 2664,"https://www.google.com/maps/@-34.60334967731451,-58.40446880108797,3a,75y,188.51h,90t/data=!3m6!1e1!3m4!1s8Mo-9VIPouvtSd5ZQ_UTJA!2e0!7i16384!8i8192",-34.60367832,-58.40452852,,done,2026-07-28T01:54:56.352Z,
vidal-4024-043-144-028,Vidal 4024,"https://www.google.com/maps/@-34.54705409993544,-58.47423385694947,3a,75y,247.56h,90t/data=!3m6!1e1!3m4!1sms3sWf7ZmWGF-h5cUrwFTQ!2e0!7i16384!8i8192",-34.5471329,-58.47446549,,done,2026-07-28T01:54:58.346Z,
emilio-lamarca-640-077-128-020,Emilio Lamarca 640,"https://www.google.com/maps/@-34.62572606541733,-58.47991284520565,3a,75y,242.37h,90t/data=!3m6!1e1!3m4!1seW7jrNC-RwANSSbIGbk81g!2e0!7i16384!8i8192",-34.62582927,-58.4801524,,done,2026-07-28T01:55:00.798Z,
tinogasta-4127-081-050-029,Tinogasta 4127,"https://www.google.com/maps/@-34.60671214321754,-58.5061142183278,3a,75y,310.43h,90t/data=!3m6!1e1!3m4!1sepsxyDrAZ2Xy7YFR6mbpUw!2e0!7i16384!8i8192",-34.60656411,-58.50632536,,done,2026-07-28T01:55:02.495Z,
dorrego-av-1351-033-047-009,Dorrego Av. 1351,"https://www.google.com/maps/@-34.58615237579215,-58.4452756760048,3a,75y,102.32h,90t/data=!3m6!1e1!3m4!1sB-4HO2VPMY4aSDfGoddfvA!2e0!7i16384!8i8192",-34.58620086,-58.44500611,,done,2026-07-28T01:55:05.531Z,
nazarre-5731-093-125-026,Nazarre 5731,"https://www.google.com/maps/@-34.62224311925923,-58.52320225360737,3a,75y,326.61h,90t/data=!3m6!1e1!3m4!1s7ZG7mn2fu_fmXJcRtZI48A!2e0!7i16384!8i8192",-34.62199493,-58.52340103,,done,2026-07-28T01:55:07.264Z,
wagner-1139-085-018-013,Wagner 1139,"https://www.google.com/maps/@-34.62867855333402,-58.50199484666592,3a,75y,51.09h,90t/data=!3m6!1e1!3m4!1s_NHgz8cCoiMdeG572m3siA!2e0!7i16384!8i8192",-34.62854283,-58.50179052,,done,2026-07-28T01:55:07.602Z,
heredia-1557-049-142-011,Heredia 1557,"https://www.google.com/maps/@-34.57550467480237,-58.46553975292791,3a,75y,41.96h,90t/data=!3m6!1e1!3m4!1slLzxHT-tB3g8qbYOAcUNCQ!2e0!7i16384!8i8192",-34.57530814,-58.46532511,,done,2026-07-28T01:55:10.412Z,
general-manuel-a-rodriguez-2651-059-109-013,General Manuel A. Rodriguez 2651,"https://www.google.com/maps/@-34.59753353177027,-58.46190897615661,3a,75y,12.36h,90t/data=!3m6!1e1!3m4!1s-jjd8gopR2qQndnWgtFihw!2e0!7i16384!8i8192",-34.59729812,-58.46184629,,done,2026-07-28T01:55:12.467Z,
anasco-2757-059-104-013,Añasco 2757,"https://www.google.com/maps/@-34.59796810639159,-58.46515705153539,3a,75y,10.11h,90t/data=!3m6!1e1!3m4!1sg1QixyldRRK3BjI0JRx1ug!2e0!7i16384!8i8192",-34.59765498,-58.46508924,,done,2026-07-28T02:01:40.251Z,
cordoba-av-2262-009-049-009,Cordoba Av. 2262,"https://www.google.com/maps/@-34.59966877386513,-58.39951864647047,3a,75y,193.21h,90t/data=!3m6!1e1!3m4!1sVt_N5819AyF0B10qLEx7RA!2e0!7i16384!8i8192",-34.59988768,-58.39958108,,done,2026-07-28T01:55:15.635Z,
directorio-av-7320-076-026-003,Directorio Av. 7320,"https://www.google.com/maps/@-34.66561188109278,-58.50968408218532,3a,75y,125.83h,90t/data=!3m6!1e1!3m4!1snwyW9rLBT8fS_78lBx3cjw!2e0!7i16384!8i8192",-34.66574769,-58.50945539,,done,2026-07-28T01:55:16.890Z,
albarracin-1938-038-065-013,Albarracin 1938,"https://www.google.com/maps/@-34.63941088330851,-58.42899915943475,3a,75y,81.48h,90t/data=!3m6!1e1!3m4!1sDR5fanUjZ-ksLMFh7HJEyg!2e0!7i16384!8i8192",-34.63937273,-58.42868955,,done,2026-07-28T01:55:18.659Z,
condarco-1965-067-070-016,Condarco 1965,"https://www.google.com/maps/@-34.61051406031063,-58.47850252495614,3a,75y,47.23h,90t/data=!3m6!1e1!3m4!1skSMICQdsYawDInqL2bATUA!2e0!7i16384!8i8192",-34.61035463,-58.47829312,,done,2026-07-28T01:55:19.538Z,
bernaldes-1336-085-057-037,Bernaldes 1336,"https://www.google.com/maps/@-34.62540167926463,-58.49898345021636,3a,75y,259.72h,90t/data=!3m6!1e1!3m4!1sc3bAOnFntvnESm8etcrpsA!2e0!7i16384!8i8192",-34.62544775,-58.49929224,,done,2026-07-28T01:55:19.900Z,
allende-2623-087-076-023,Allende 2623,"https://www.google.com/maps/@-34.61613009294528,-58.51003381506159,3a,75y,33.27h,90t/data=!3m6!1e1!3m4!1stanoUjiyUoMoA_S-LB7waw!2e0!7i16384!8i8192",-34.61593824,-58.50988085,,done,2026-07-28T01:55:21.560Z,
estado-plurinacional-de-bolivia-1816-067-069-037,Estado Plurinacional de Bolivia 1816,"https://www.google.com/maps/@-34.61118173176523,-58.47620276521548,3a,75y,236.89h,90t/data=!3m6!1e1!3m4!1sRZRN87iPbbeXv3Ar8rUSuA!2e0!7i16384!8i8192",-34.61131139,-58.47644433,,done,2026-07-28T01:55:23.589Z,
general-manuel-a-rodriguez-2645-059-109-014,General Manuel A. Rodriguez 2645,"https://www.google.com/maps/@-34.59755494314808,-58.46179930023006,3a,75y,9.39h,90t/data=!3m6!1e1!3m4!1sqTBkbqnIsImjQPiRckmN4A!2e0!7i16384!8i8192",-34.59731662,-58.46175144,,done,2026-07-28T01:55:25.876Z,
nahuel-huapi-4614-053-041-002,Nahuel Huapi 4614,"https://www.google.com/maps/@-34.56848123424662,-58.48323496854341,3a,75y,245.22h,90t/data=!3m6!1e1!3m4!1su0txWQgRWbGLLhgSWliX7Q!2e0!7i16384!8i8192",-34.56856894,-58.48346564,,done,2026-07-28T01:55:28.284Z,
homero-367-060-127-034,Homero 367,"https://www.google.com/maps/@-34.64129100451699,-58.49421707041222,3a,75y,257.02h,90t/data=!3m6!1e1!3m4!1sJqjc-NYjexfNubxouukY5g!2e0!7i16384!8i8192",-34.64133497,-58.4944489,,done,2026-07-28T01:55:31.186Z,
estomba-2039-051-130-010,Estomba 2039,"https://www.google.com/maps/@-34.57120893644665,-58.47089683551947,3a,75y,55.82h,90t/data=!3m6!1e1!3m4!1smHqQYiJvUPcG5msEVeSOgQ!2e0!7i16384!8i8192",-34.5710697,-58.47064783,,done,2026-07-28T01:55:33.117Z,
moron-5048-077-004-006,Moron 5048,"https://www.google.com/maps/@-34.63261826916654,-58.49962263663108,3a,75y,163.42h,90t/data=!3m6!1e1!3m4!1sexTybRicIxwCGl7VPl81KA!2e0!7i16384!8i8192",-34.63286701,-58.49953263,,done,2026-07-28T01:55:35.786Z,
rivadavia-av-8681-077-058-013,Rivadavia Av. 8681,"https://www.google.com/maps/@-34.63482217713575,-58.48627827793631,3a,75y,342.41h,90t/data=!3m6!1e1!3m4!1sWxry12xqsmAAcKKfitquxQ!2e0!7i16384!8i8192",-34.63457943,-58.4863718,,done,2026-07-28T01:55:39.365Z,
lavalle-2337-009-039-028,Lavalle 2337,"https://www.google.com/maps/@-34.60336562422081,-58.40006072029957,3a,75y,350.76h,90t/data=!3m6!1e1!3m4!1syESBB3xIhtFpppo-VytIwg!2e0!7i16384!8i8192",-34.6030708,-58.40011899,,done,2026-07-28T01:55:42.105Z,
gral-jose-gervasio-artigas-1938-067-081-006,Gral. Jose Gervasio Artigas 1938,"https://www.google.com/maps/@-34.60933020438476,-58.4758424191056,3a,75y,241.04h,90t/data=!3m6!1e1!3m4!1syZIpa1C9YWXd3HxDoWZyNQ!2e0!7i16384!8i8192",-34.60945118,-58.47610804,,done,2026-07-28T01:55:44.532Z,
carlos-e-pellegrini-5609-055-032-008,Carlos E. Pellegrini 5609,"https://www.google.com/maps/@-34.56258702764545,-58.50096899183762,3a,75y,309.71h,90t/data=!3m6!1e1!3m4!1sCc_2jl0Pn19BAbAXQty_zw!2e0!7i16384!8i8192",-34.56250921,-58.50108276,,done,2026-07-28T01:55:45.869Z,
dr-victorino-de-la-plaza-1125-027-113-022,Dr. Victorino de la Plaza 1125,"https://www.google.com/maps/@-34.54936264122117,-58.44859853637222,3a,75y,285.94h,90t/data=!3m6!1e1!3m4!1sc5ymMrFFu8ot8zpzDYfmIA!2e0!7i16384!8i8192",-34.54931797,-58.44878844,,done,2026-07-28T01:55:46.870Z,
carlos-guido-y-spano-1146-059-152-023,Carlos Guido y Spano 1146,"https://www.google.com/maps/@-34.61051342890989,-58.45337347181486,3a,75y,220.05h,90t/data=!3m6!1e1!3m4!1sj5ko8VT3QYfAgsjilddxXw!2e0!7i16384!8i8192",-34.6106032,-58.45346517,,done,2026-07-28T01:55:48.566Z,
salom-659-018-064-030,Salom 659,"https://www.google.com/maps/@-34.65062413861307,-58.38118177523938,3a,75y,253.12h,90t/data=!3m6!1e1!3m4!1sSdflyZj_aBQ0s1As9QRnmA!2e0!7i16384!8i8192",-34.65069898,-58.38148149,,done,2026-07-28T01:55:50.997Z,
bahia-blanca-1685-079-069-025,Bahia Blanca 1685,"https://www.google.com/maps/@-34.61865183836792,-58.49227826360783,3a,75y,49.84h,90t/data=!3m6!1e1!3m4!1s3AC3sQRfvK9fbBvQjWzzvg!2e0!7i16384!8i8192",-34.61851479,-58.4920809,,done,2026-07-28T01:55:53.107Z,
canada-de-gomez-1083-072-073-025,Cañada de Gomez 1083,"https://www.google.com/maps/@-34.65036148786496,-58.51855479727115,3a,75y,229.75h,90t/data=!3m6!1e1!3m4!1s-TUDBvtoxRjFNfafsf3udQ!2e0!7i16384!8i8192",-34.65055628,-58.51883447,,done,2026-07-28T01:55:54.899Z,
cuenca-1867-067-011-026,Cuenca 1867,"https://www.google.com/maps/@-34.61266164550972,-58.48583651907309,3a,75y,69.25h,90t/data=!3m6!1e1!3m4!1sEn859TlE4nXla3r58h34Jg!2e0!7i16384!8i8192",-34.61257564,-58.48556063,,done,2026-07-28T01:55:56.721Z,
arias-4684-055-158-009,Arias 4684,"https://www.google.com/maps/@-34.55205232457526,-58.4945543825708,3a,75y,61.19h,90t/data=!3m6!1e1!3m4!1s-rHJXMAdT0TG_x3kqXZYxQ!2e0!7i16384!8i8192",-34.55199653,-58.49443122,,done,2026-07-28T01:55:58.329Z,
llavallol-5171-083-228-013,Llavallol 5171,"https://www.google.com/maps/@-34.58657257652843,-58.51222609707479,3a,75y,59.11h,90t/data=!3m6!1e1!3m4!1sP5UpdlqQKLvLcF2dysHmWw!2e0!7i16384!8i8192",-34.58646911,-58.51201605,,done,2026-07-28T01:56:01.015Z,
avellaneda-av-3484-077-133-008,Avellaneda Av. 3484,"https://www.google.com/maps/@-34.62856922196751,-58.47860280724026,3a,75y,70.48h,90t/data=!3m6!1e1!3m4!1smjjcxQQwFt48ahrrOtXJgg!2e0!7i16384!8i8192",-34.62850397,-58.47837914,,done,2026-07-28T01:56:03.411Z,
larsen-2931-075-027-030,Larsen 2931,"https://www.google.com/maps/@-34.57936873418437,-58.50906950309147,3a,75y,318.25h,90t/data=!3m6!1e1!3m4!1s_ju8HkGRVv86snm1XfZimQ!2e0!7i16384!8i8192",-34.57919324,-58.50925976,,done,2026-07-28T01:56:05.074Z,
felipe-vallese-3015-065-018-025,Felipe Vallese 3015,"https://www.google.com/maps/@-34.62366997803019,-58.4748973871921,3a,75y,332.49h,90t/data=!3m6!1e1!3m4!1s1ilmZMhrLgJmbq1u9Ptv9g!2e0!7i16384!8i8192",-34.62352213,-58.47499097,,done,2026-07-28T01:56:07.486Z,
bogota-3372-077-140-008,Bogota 3372,"https://www.google.com/maps/@-34.62894947188316,-58.47679294767921,3a,75y,167.55h,90t/data=!3m6!1e1!3m4!1s1IVO8MW4-3c7Z5Vb6feZ-g!2e0!7i16384!8i8192",-34.6291028,-58.47675181,,done,2026-07-28T01:56:10.234Z,
elpidio-gonzalez-5920-091-015-003,Elpidio Gonzalez 5920,"https://www.google.com/maps/@-34.63253460047786,-58.51470384872376,3a,75y,123.14h,90t/data=!3m6!1e1!3m4!1sZ37AmfAsBlBM_3gS_3TS5w!2e0!7i16384!8i8192",-34.63266161,-58.51446742,,done,2026-07-28T01:56:12.436Z,
ferre-2043-046-081-031,Ferre 2043,"https://www.google.com/maps/@-34.66050663266953,-58.42458786499262,3a,75y,320.08h,90t/data=!3m6!1e1!3m4!1soNozb20BWV6fmhCs1O4Xzg!2e0!7i16384!8i8192",-34.66031266,-58.42478516,,done,2026-07-28T01:56:14.022Z,
cuenca-87-065-001-011,Cuenca 87,"https://www.google.com/maps/@-34.63066766411296,-58.47399740553048,3a,75y,69.47h,90t/data=!3m6!1e1!3m4!1skWHRGE330zMoN71zSp7uYQ!2e0!7i16384!8i8192",-34.6306207,-58.473845,,done,2026-07-28T01:56:17.398Z,
bermudez-2428-087-034-004,Bermudez 2428,"https://www.google.com/maps/@-34.61648056424303,-58.51335829135714,3a,75y,225.42h,90t/data=!3m6!1e1!3m4!1sNIcjt8pq_pA1mBE5uqdoFg!2e0!7i16384!8i8192",-34.61664347,-58.51355915,,done,2026-07-28T01:56:19.279Z,
murguiondo-4722-082-108-023,Murguiondo 4722,"https://www.google.com/maps/@-34.68156284009032,-58.46974493533061,3a,75y,33.83h,90t/data=!3m6!1e1!3m4!1s3Jz4uncLLhwGwBlY_evz3g!2e0!7i16384!8i8192",-34.68135706,-58.46957721,,done,2026-07-28T01:56:20.777Z,
emilio-av-castro-5221-060-091-024,Emilio Av. Castro 5221,"https://www.google.com/maps/@-34.6440304017617,-58.49851436720694,3a,75y,316.11h,90t/data=!3m6!1e1!3m4!1smy_17x72ZcikIjgoUoWHfQ!2e0!7i16384!8i8192",-34.64389096,-58.4986774,,done,2026-07-28T01:56:24.902Z,
navarro-2876-071-055-011,Navarro 2876,"https://www.google.com/maps/@-34.59406937158514,-58.49467306510042,3a,75y,140.32h,90t/data=!3m6!1e1!3m4!1smiHkX3GwuM6611Zt9UNvUg!2e0!7i16384!8i8192",-34.59422011,-58.49452115,,done,2026-07-28T01:56:26.341Z,
pacheco-3399-053-025-011,Pacheco 3399,"https://www.google.com/maps/@-34.56478700595586,-58.49074989696316,3a,75y,46.43h,90t/data=!3m6!1e1!3m4!1sAPa_-S7CDwKldr2MtZNZmA!2e0!7i16384!8i8192",-34.56465638,-58.49058313,,done,2026-07-28T01:56:28.599Z,
mercedes-2270-081-028-010,Mercedes 2270,"https://www.google.com/maps/@-34.61438157021484,-58.50052369073198,3a,75y,242.62h,90t/data=!3m6!1e1!3m4!1sHdOfkPHTwjjeIoc0JrGPow!2e0!7i16384!8i8192",-34.61447383,-58.50074015,,done,2026-07-28T01:56:30.423Z,
sarmiento-2835-013-097-019,Sarmiento 2835,"https://www.google.com/maps/@-34.60656419498194,-58.40638957549832,3a,75y,0.26h,90t/data=!3m6!1e1!3m4!1shoyIf5t4_2WUHihWqbNebg!2e0!7i16384!8i8192",-34.60633819,-58.40638833,,done,2026-07-28T01:56:33.000Z,
nazca-av-368-065-023-041,Nazca Av. 368,"https://www.google.com/maps/@-34.62786222660513,-58.47092279740278,3a,75y,251.95h,90t/data=!3m6!1e1!3m4!1soAHbzXqbrn8lUuTQFIC8ow!2e0!7i16384!8i8192",-34.62795506,-58.47126906,,done,2026-07-28T01:56:35.681Z,
pareja-4173-083-050-007,Pareja 4173,"https://www.google.com/maps/@-34.5997516679324,-58.51466672127397,3a,75y,318.48h,90t/data=!3m6!1e1!3m4!1sTqDc3E21y6ot0TvGhWSUCA!2e0!7i16384!8i8192",-34.59958795,-58.51484279,,done,2026-07-28T01:56:37.572Z,
escobar-2445-075-090-015,Escobar 2445,"https://www.google.com/maps/@-34.57517806036081,-58.50411682315077,3a,75y,312.86h,90t/data=!3m6!1e1!3m4!1sjRCAx58FFiDB7G1xiZOo5g!2e0!7i16384!8i8192",-34.5750252,-58.50431687,,done,2026-07-28T01:56:39.649Z,
terrada-5677-075-050-014,Terrada 5677,"https://www.google.com/maps/@-34.57797162725399,-58.50794414861009,3a,75y,41.43h,90t/data=!3m6!1e1!3m4!1sLgAWL-7WdXkh4y44A9Ks1Q!2e0!7i16384!8i8192",-34.57783763,-58.50780051,,done,2026-07-28T01:56:41.322Z,
guamini-4695-080-023-028,Guamini 4695,"https://www.google.com/maps/@-34.68549128653635,-58.47974599662817,3a,75y,228.88h,90t/data=!3m6!1e1!3m4!1sbSpDGTjxN-NI-KQ53bUHLA!2e0!7i16384!8i8192",-34.68558447,-58.47987582,,done,2026-07-28T01:56:41.869Z,
ceretti-3091-063-055-011,Ceretti 3091,"https://www.google.com/maps/@-34.57256489570565,-58.49758099967134,3a,75y,30.05h,90t/data=!3m6!1e1!3m4!1sDs7rpYbH1oiDo7ShzbdpWQ!2e0!7i16384!8i8192",-34.57244301,-58.49749536,,done,2026-07-28T01:56:42.668Z,
del-libertador-av-6130-025-064-003,Del Libertador Av. 6130,"https://www.google.com/maps/@-34.55545605214265,-58.44878981566023,3a,75y,234.69h,90t/data=!3m6!1e1!3m4!1szVCOw4IPCCsR6imssP4odA!2e0!7i16384!8i8192",-34.55559513,-58.44902819,,done,2026-07-28T01:56:45.328Z,
ibera-5725-063-057-029,Ibera 5725,"https://www.google.com/maps/@-34.57086616826829,-58.49783353361795,3a,75y,335.61h,90t/data=!3m6!1e1!3m4!1seiiC72guOBmz6VD6kCIiAQ!2e0!7i16384!8i8192",-34.57070126,-58.49792434,,done,2026-07-28T01:56:45.814Z,
dr-juan-f-aranguren-1743-057-043-021,Dr. Juan F. Aranguren 1743,"https://www.google.com/maps/@-34.6197912938328,-58.4560679864366,3a,75y,335.25h,90t/data=!3m6!1e1!3m4!1ssksS9Hm0-oGudpNhXc0gmQ!2e0!7i16384!8i8192",-34.61965921,-58.456142,,done,2026-07-28T01:56:46.256Z,
congreso-av-5386-063-093-007,Congreso Av. 5386,"https://www.google.com/maps/@-34.57179842870084,-58.49348554822366,3a,75y,53.3h,90t/data=!3m6!1e1!3m4!1syMGOzdDK8yDpG2JpD7rKGQ!2e0!7i16384!8i8192",-34.57167413,-58.49328305,,done,2026-07-28T01:56:48.546Z,
ramallo-4886-055-128-007,Ramallo 4886,"https://www.google.com/maps/@-34.55351710914548,-58.49561660428864,3a,75y,161.73h,90t/data=!3m6!1e1!3m4!1sNJLgAwZ2N2VypWgNrYWL5g!2e0!7i16384!8i8192",-34.55370543,-58.49554111,,done,2026-07-28T01:56:48.980Z,
palpa-3793-037-007-031,Palpa 3793,"https://www.google.com/maps/@-34.58234117950872,-58.45524245629971,3a,75y,286.25h,90t/data=!3m6!1e1!3m4!1sB3zNwlCB0yxeXVxvyqpD-Q!2e0!7i16384!8i8192",-34.58228834,-58.45546261,,done,2026-07-28T01:56:50.432Z,
pedro-moran-2428-071-105-004,Pedro Moran 2428,"https://www.google.com/maps/@-34.58950138473352,-58.49103204202202,3a,75y,142.38h,90t/data=!3m6!1e1!3m4!1seh4ItLEzCGKWDParL-WmzA!2e0!7i16384!8i8192",-34.58969568,-58.49085013,,done,2026-07-28T01:56:52.274Z,
fraga-1046-049-167-032,Fraga 1046,"https://www.google.com/maps/@-34.5832363647806,-58.45802499663351,3a,75y,201.41h,90t/data=!3m6!1e1!3m4!1skBZ-a6XxZuPbz5Tz_bpuSw!2e0!7i16384!8i8192",-34.58350107,-58.45815106,,done,2026-07-28T01:56:55.013Z,
zabala-3965-049-159-023,Zabala 3965,"https://www.google.com/maps/@-34.58369676807973,-58.45908130475176,3a,75y,279.96h,90t/data=!3m6!1e1!3m4!1sa-Zgrx6_vj-lJtQym50JRQ!2e0!7i16384!8i8192",-34.58365542,-58.45936741,,done,2026-07-28T01:56:57.953Z,
